tweet_id,text,created_at,user_id,urls,hashtags,user_mentions
910523362950053888,"Hurricane Maria hits Puerto Rico after slamming Dominica
https://t.co/vSayZNlbPs https://t.co/Sa5FiNnFqU",Wed Sep 20 15:17:41 +0000 2017,12055942,https://t.co/vSayZNlbPs,,
910523398253461504,"RT @CNN: Hurricane Maria ripped the roofs off these homes in San Juan, Puerto Rico https://t.co/VGpWK7tl7e https://t.co/jnt6nRhRXR",Wed Sep 20 15:17:49 +0000 2017,1415196102,https://t.co/VGpWK7tl7e,,CNN
910523400384155648,PHOTOS: Hurricane Maria pummels the Caribbean https://t.co/5WFCc6TAlg https://t.co/y6tAxABqU6,Wed Sep 20 15:17:50 +0000 2017,713180918178058240,https://t.co/5WFCc6TAlg,,
910523508295438336,RT @TsewolePanseh: Hurricane Maria blasts Puerto Rico with high winds and flooding https://t.co/2zK7qYYc8m https://t.co/TRiBxOhlBK,Wed Sep 20 15:18:15 +0000 2017,561039197,https://t.co/2zK7qYYc8m,,TsewolePanseh
910523554130784256,https://t.co/XP1uEFa9rI Thousands in shelters as Puerto Rico awaits direct hit from Hurricane Maria /r/news https://t.co/Dl0u1M9Q9F,Wed Sep 20 15:18:26 +0000 2017,3339130452,https://t.co/XP1uEFa9rI,,
910523785970835457,Maria still a destructive Cat 4 hurricane over Puerto Rico. Update on track at noon! https://t.co/uzrVmwEqUd https://t.co/bqzot56zHF,Wed Sep 20 15:19:21 +0000 2017,2188487318,https://t.co/uzrVmwEqUd,,
910524110828171264,Hurricane Maria makes landfall in Puerto Rico  https://t.co/klAw4dOopO https://t.co/rj0jFq1gyA,Wed Sep 20 15:20:39 +0000 2017,115824112,https://t.co/klAw4dOopO,,
910524331150757888,"NBC News Special Report: Hurricane Maria Makes Landfall | NBC News
https://t.co/q4Do2JBn4I https://t.co/BjSVzeqoLQ",Wed Sep 20 15:21:31 +0000 2017,2650360704,https://t.co/q4Do2JBn4I,,
910524451657150467,RT @NOAA: .@fema has a resource page for #Maria information and #safety tips. Go to https://t.co/43pEhsrtw3 https://t.co/6JVexpmZAl,Wed Sep 20 15:22:00 +0000 2017,898728603415748608,https://t.co/43pEhsrtw3,"Maria,safety","NOAA,fema"
910524535757262851,"Photos show destruction, damage from Hurricane Maria https://t.co/VeK9i0TBFt https://t.co/fkBaDhjNUQ",Wed Sep 20 15:22:20 +0000 2017,14662569,https://t.co/VeK9i0TBFt,,
910524571958206464,FOX NEWS: Hurricane Maria’s path: Track the storm here https://t.co/gqPH8eEJaR https://t.co/rJde1LqM18,Wed Sep 20 15:22:29 +0000 2017,2654911207,https://t.co/gqPH8eEJaR,,
910524854612393984,RT @ForexLive: Hurricane Maria bears down on Puerto Rico as Category 4 storm https://t.co/q8d1QJpJvC https://t.co/iuyvH9fW6a,Wed Sep 20 15:23:36 +0000 2017,101392451,https://t.co/q8d1QJpJvC,,ForexLive
910525004734959616,Hurricane Maria continues to cause devastation to Puerto Rico with 140 mph winds. https://t.co/tvt09BXXhJ https://t.co/wbVOBROJ0B,Wed Sep 20 15:24:12 +0000 2017,12738892,https://t.co/tvt09BXXhJ,,
910525040961118208,#news Hurricane Maria Impacting Travel in Caribbean https://t.co/qyTwTxP8sn https://t.co/t4YmApFF2v,Wed Sep 20 15:24:21 +0000 2017,19733334,https://t.co/qyTwTxP8sn,news,
910525433833287681,RT @WCVB: Massachusetts Task Force heading to Puerto Rico due to Hurricane Maria https://t.co/Dc84NoFZti https://t.co/7R0s5w4xsL,Wed Sep 20 15:25:54 +0000 2017,36923098,https://t.co/Dc84NoFZti,,WCVB
910525461465321472,Aerial footage shows devastation in #Dominica after #Hurricane #Maria – video https://t.co/PPgerfynt2 #twitter https://t.co/gxQXdd674N,Wed Sep 20 15:26:01 +0000 2017,62820234,https://t.co/PPgerfynt2,"Dominica,Hurricane,Maria,twitter",
910525462597767169,MONSTER HURRICANE MARIA. https://t.co/NKn3dsf1ZV,Wed Sep 20 15:26:01 +0000 2017,783010470,,,
910525609025134594,"Aerial Footage Of Dominica Captures The Destruction Of Hurricane Maria | NBC News
https://t.co/6HLHzqFPPX https://t.co/Uk1XDA9jfa",Wed Sep 20 15:26:36 +0000 2017,2650360704,https://t.co/6HLHzqFPPX,,
910525714948087808,hurricane maria just missed us... vlogging while we were home all day: https://t.co/2wE9afDLZm https://t.co/HNO4RiqVqP,Wed Sep 20 15:27:01 +0000 2017,310094842,https://t.co/2wE9afDLZm,,
910525745973415938,"Puerto Rico is pummelled by Hurricane Maria, as flooding slowly drains from Martinique. https://t.co/gNft7rKPb9 https://t.co/TOTlJpTEbm",Wed Sep 20 15:27:09 +0000 2017,789570670510403584,https://t.co/gNft7rKPb9,,
910525865892728832,Client/member dashboard AM updates! Some thoughts on Hurricane #Maria for next week: https://t.co/SsZd41PJ29 https://t.co/nk1bUxuvBu,Wed Sep 20 15:27:37 +0000 2017,128126054,https://t.co/SsZd41PJ29,Maria,
910525913409794050,Here's a close up look at the forecast track of #Maria thru Friday.  Staying a major hurricane. @wncn https://t.co/XQ5Hu9yrPg,Wed Sep 20 15:27:49 +0000 2017,199657716,,Maria,WNCN
910525947455164416,RT @nytimes: Tracking Hurricane Maria's path https://t.co/4giGPuehRC https://t.co/tz7Voan81V,Wed Sep 20 15:27:57 +0000 2017,75663133,https://t.co/4giGPuehRC,,nytimes
910526223918309376,Hurricane Maria remains a severe threat  20 Sept 2017 07:51UTC https://t.co/z67pEkI4Vj https://t.co/lKd6PNF7YM,Wed Sep 20 15:29:03 +0000 2017,2875245609,https://t.co/z67pEkI4Vj,,
910526575061422081,RT @verge: Hurricane Maria has already left 90 percent of Puerto Rico without power https://t.co/vLEbUvzaPq https://t.co/4rRWR1AIHi,Wed Sep 20 15:30:26 +0000 2017,22941303,https://t.co/vLEbUvzaPq,,verge
910526586134450177,RT @stormpulse: Major Hurricane #Maria continues to weaken. https://t.co/xpYDq6f87M https://t.co/lAHCr7YH3v,Wed Sep 20 15:30:29 +0000 2017,3248200447,https://t.co/xpYDq6f87M,Maria,stormpulse
910532027107172353,RT @UMDCSA: Dominica was hit hard from Hurricane Maria. Please keep them in your thoughts and prayers ὤFἿE἞9἟2 https://t.co/SpKYztnltV,Wed Sep 20 15:52:06 +0000 2017,252777835,,,UMDCSA
910532102008971264,Hopefully the jet streams and the nearby hurricane will push Maria into the mid Atlantic Ocean. https://t.co/cGRRFqdxrO,Wed Sep 20 15:52:24 +0000 2017,97533672,,,
910532290039697408,RT @ABC7Alex: Here's a look at some reported wind gusts from Hurricane #Maria so far this morning @ABC7News https://t.co/5Osp55nvEo,Wed Sep 20 15:53:09 +0000 2017,403683364,,Maria,"ABC7Alex,ABC7News"
910532852911153152,"Hurricane Maria: Live updates   | Depend On WOKV - Jacksonville's News, Weather, and Traffic https://t.co/zQju5FLa87 https://t.co/BbbVgy54DV",Wed Sep 20 15:55:23 +0000 2017,2932925245,https://t.co/zQju5FLa87,,
910532894577299458,British Virgin Islands to face 155mph winds with Hurricane Maria https://t.co/9yDewcNvQk https://t.co/XZROcsVxOz,Wed Sep 20 15:55:33 +0000 2017,65109514,https://t.co/9yDewcNvQk,,
910533097371836416,RT @WritersofColour: Hurricane Maria- PM of Dominica says 'we have lost all what money can buy and replace' https://t.co/cnpFL7Kvv4,Wed Sep 20 15:56:21 +0000 2017,79668288,,,WritersofColour
910533136286650368,At Least 9 Dead After ;Extremely Violent; Hurricane Maria Makes Landfall https://t.co/QqvfYUAGfM https://t.co/CwgfEI42RI,Wed Sep 20 15:56:31 +0000 2017,833025897435394049,https://t.co/QqvfYUAGfM,,
910533216993456130,RT @MargaretOrr: Look at this very dangerous hurricane #Maria with winds of 175 mph. @wdsu https://t.co/rDPKuNERAm,Wed Sep 20 15:56:50 +0000 2017,153878591,,Maria,"MargaretOrr,wdsu"
910533259586613248,NOW: @alroker on with @AliVelshi discussing the path of Hurricane #Maria on @MSNBC https://t.co/JzFIYQO6QV,Wed Sep 20 15:57:00 +0000 2017,31066684,,Maria,"alroker,AliVelshi,MSNBC"
910534109553979392,"Here's a few photos for you showing some of the damage Hurricane #Maria has done on Puerto Rico. 
@hurrtrackerapp https://t.co/zGNgkjyxT2",Wed Sep 20 16:00:23 +0000 2017,252092037,,Maria,hurrtrackerapp
910534114922647553,"RT @odyssey_guide: Hurricane Maria is pounding our hotel in Fajardo, Puerto Rico https://t.co/EHIuQTYKta #Tourism https://t.co/4HlmJJSa62",Wed Sep 20 16:00:24 +0000 2017,2543189090,https://t.co/EHIuQTYKta,Tourism,odyssey_guide
910534118378754048,RT @odyssey_guide: US Virgin Islands Hurricane Maria Update https://t.co/vZALYpUOYq #Tourism https://t.co/DISydSRxAn,Wed Sep 20 16:00:25 +0000 2017,2543189090,https://t.co/vZALYpUOYq,Tourism,odyssey_guide
910534127954415617,Our hearts go out to the victims of Hurricane Maria and those in the predicted path. #EmergingWomenNC https://t.co/3DxYJIJaAP,Wed Sep 20 16:00:27 +0000 2017,3201947963,,EmergingWomenNC,
910534323756949505,RT @TPNN_ThePoint: Breaking: Deadly Hurricane Just Took A Turn For The Worse https://t.co/HsoQEeuzsd https://t.co/h7fRXezDus,Wed Sep 20 16:01:14 +0000 2017,4077266720,https://t.co/HsoQEeuzsd,,TPNN_ThePoint
910534351112359936,"RT @MiamiHerald: Puerto Rico will need billions in federal help after Hurricane Maria
https://t.co/gCXlo5mLZD https://t.co/fISyHqafOZ",Wed Sep 20 16:01:20 +0000 2017,959477082,https://t.co/gCXlo5mLZD,,MiamiHerald
910534801999806464,Dominica PM: Hurricane Maria 'devastates' island https://t.co/YXT3ACd79K https://t.co/Nd15XrkeBL,Wed Sep 20 16:03:08 +0000 2017,3018490395,https://t.co/YXT3ACd79K,,
910534805565071361,RT @daytondailynews: Just In: Hurricane #Maria causes at least 8 deaths in #Dominica https://t.co/4vJqaBD701,Wed Sep 20 16:03:09 +0000 2017,212329199,,"Maria,Dominica",daytondailynews
910534883126083586,"Hurricane Maria damage latest: 100,000 homes without power after storm batters Caribbean https://t.co/Xp1gjES7qv https://t.co/Z9SNQ0NaEd",Wed Sep 20 16:03:27 +0000 2017,898689778455130112,https://t.co/Xp1gjES7qv,,
910534932094525440,Hurricane #Maria tracking toward the northern coast of Puerto Rico. Remains catastrophic Cat. 4. #18StormTracker https://t.co/5daUhA5ewm,Wed Sep 20 16:03:39 +0000 2017,2575379629,,"Maria,18StormTracker",
910534972699811843,"FEMA turns focus to Hurricane Maria after Harvey, Irma
https://t.co/TCFBvOvlXN https://t.co/a6ZzKjXeOM",Wed Sep 20 16:03:49 +0000 2017,2650360704,https://t.co/TCFBvOvlXN,,
910536285659344896,RT @hurrtrackerapp: Cool explanation of the Eyewall Replacement Cyclone of Hurricane #Maria from @NWSLittleRock. https://t.co/OWoADZEQOg,Wed Sep 20 16:09:02 +0000 2017,4567277491,,Maria,"hurrtrackerapp,NWSLittleRock"
910536531743473665,"IMPORTANT NOTICE
Due to Hurricane Maria, Congo Bar #PUNTACANA will be closed tonight. https://t.co/WrfIWK7jkr",Wed Sep 20 16:10:00 +0000 2017,304046512,,PUNTACANA,
910536717534400513,"President Trump on Hurricane Maria: “I’ve never seen winds like this."" https://t.co/nQMa44BV2N https://t.co/eOpmSpACjN",Wed Sep 20 16:10:45 +0000 2017,849652136392753152,https://t.co/nQMa44BV2N,,
910536861004812289,"Hurricane Maria: Death toll climbs to six in Dominica
https://t.co/PmMcyoVCy3 https://t.co/iM5VUMKp9v",Wed Sep 20 16:11:19 +0000 2017,1175284032,https://t.co/PmMcyoVCy3,,
910536972816601088,"Cat. 4 Maria Blasting P.R., What's Next?

From The Weather Channel iPhone App https://t.co/EAFqoDMXWn https://t.co/pBTXganqVZ",Wed Sep 20 16:11:45 +0000 2017,473588406,https://t.co/EAFqoDMXWn,,
