tweet_id,text,created_at,user_id,urls,hashtags,user_mentions
910523364154003456,RT @FCBarcelona: Our solidarity with the victims of the earthquake in Mexico https://t.co/4R52KTn7CB,Wed Sep 20 15:17:41 +0000 2017,278069099,,,FCBarcelona
910523388598280192,Mexico earthquake: Many children killed at primary school https://t.co/h0uPkN13mH https://t.co/0vGA5lj758,Wed Sep 20 15:17:47 +0000 2017,610650531,https://t.co/h0uPkN13mH,,
910523398144397312,RT @AmichaiStein1: #BREAKING: Israel search &amp; rescue mission headed to Mexico after 7.1M earthquake https://t.co/lSd0e5ZVdx,Wed Sep 20 15:17:49 +0000 2017,34050564,,BREAKING,AmichaiStein1
910523397448314882,Obama’s Response To The Earthquake In #MexicoCity Is What A Real #President #SoundsLike... https://t.co/5EFdMNUgWS https://t.co/ITx4uVwgxf,Wed Sep 20 15:17:49 +0000 2017,2821226980,https://t.co/5EFdMNUgWS,"MexicoCity,President,SoundsLike",
910523407489470464,"NEWS: At least 200 people, including 21 children, have died in Mexico after an earthquake hit the country. https://t.co/Wzp6DSKdTs",Wed Sep 20 15:17:51 +0000 2017,36331017,,,
910523417136316416,"RT @TravelLeisure: Deadly earthquake shakes Mexico City, causes buildings to crumble https://t.co/Ad7BYyR1b6 https://t.co/3Qu2wvMbWu",Wed Sep 20 15:17:54 +0000 2017,17061963,https://t.co/Ad7BYyR1b6,,TravelLeisure
910523478830227456,RT @Jentezen: We are praying for all the people in Mexico who are suffering from the earthquake. https://t.co/y55ZqWuOzX,Wed Sep 20 15:18:08 +0000 2017,56402771,,,Jentezen
910523485889470465,"RT @PaulKiarie_: 7.1 magnitude earthquake hits Mexico Central. 248 deaths so far. ὢ2
#FuerzaMexico
#PrayForMexico https://t.co/aqLQ8TcvJJ",Wed Sep 20 15:18:10 +0000 2017,1028873118,,"FuerzaMexico,PrayForMexico",PaulKiarie_
910523518827167744,At least 49 dead as strong 7.1 magnitude earthquake hit Mexico City https://t.co/6wECTRmUuA https://t.co/8BP2hQ5Ilq,Wed Sep 20 15:18:18 +0000 2017,376644959,https://t.co/6wECTRmUuA,,
910523537860866048,RT @jorge_guajardo: Mexico City airport after today's earthquake. https://t.co/5UKQ54WLAz,Wed Sep 20 15:18:22 +0000 2017,88999156,,,jorge_guajardo
910523546442575873,"Earthquake causes widespread damage around Mexico City, kills at least 217 people - https://t.co/pJvRR9J9Mo https://t.co/Dj0Yv3K7ym via t…",Wed Sep 20 15:18:24 +0000 2017,752553834,https://t.co/pJvRR9J9Mo,,
910523633956683778,(Vice):More Than 200 #Dead After #Earthquake Rocks Mexico City : The death toll is.. https://t.co/QxFQXCVt85 https://t.co/oq9U1LgP19,Wed Sep 20 15:18:45 +0000 2017,3794670447,https://t.co/QxFQXCVt85,"Dead,Earthquake",
910523647315525632,"RT @thehill: Obama sends ""big hug"" to Mexico after deadly earthquake https://t.co/KFfWLIgPH0 https://t.co/MIA6AOc8wy",Wed Sep 20 15:18:48 +0000 2017,45284563,https://t.co/KFfWLIgPH0,,thehill
