tweet_id,text,created_at,user_id,urls,hashtags,user_mentions
929989361453621249,"RT @PressTV: UPDATE:
Death toll from Iran’s quake rises to 200
#earthquake https://t.co/DklVc2VwKW",Mon Nov 13 08:28:36 +0000 2017,1247087676,,earthquake,PressTV
929989388863508480,RT @CAFOD: We pray for all those affected by the earthquake in Iraq and Iran https://t.co/qja8zQSuQe,Mon Nov 13 08:28:43 +0000 2017,367976289,,,CAFOD
929989414826024960,RT @ReutersWorld: JUST IN: Death toll reaches 328 in Iran earthquake - ISNA news agency https://t.co/FgRLptfk9l,Mon Nov 13 08:28:49 +0000 2017,887620091226935297,,,ReutersWorld
929989443913691136,"RT @LaylaAlhussein: A magnitude 7.2 earthquake struck northern Iraq in Erbil, Iraq, on November 12, 2017.
#Iraq https://t.co/KSPmuNDPsk",Mon Nov 13 08:28:56 +0000 2017,813020837414600704,,Iraq,LaylaAlhussein
929989459453595648,Video: 7.2-magnitude earthquake jolts #Iran-Iraq border area; structural damage reported https://t.co/Jeh1EXMiyq  https://t.co/EmvW58Y6u4,Mon Nov 13 08:29:00 +0000 2017,1952328541,https://t.co/Jeh1EXMiyq,Iran,
929989477828911104,"#BREAKING: Iran earthquake toll rises to 328 dead and over 2,500 injured, says official https://t.co/SnMGA7VGnO",Mon Nov 13 08:29:04 +0000 2017,164821251,,BREAKING,
929989514562625538,"RT @RT_com: Iran-Iraq border earthquake latest:
- At least 211 killed 
- Over 2,500 injured https://t.co/w0n8LBQsE6 https://t.co/n4SlLDYuzs",Mon Nov 13 08:29:13 +0000 2017,2736937495,https://t.co/w0n8LBQsE6,,RT_com
929989549895438336,WSJ: Earthquake near Iran-Iraq border kills more than 200 https://t.co/l6rVg3feU4 https://t.co/ZZkY7wqYSf,Mon Nov 13 08:29:21 +0000 2017,113897359,https://t.co/l6rVg3feU4,,
929989658351505408,RT @HuffPost: Hundreds dead after powerful #earthquake hits border between Iran and Iraq https://t.co/p8TJjvjOhr https://t.co/l4PJqZxiaz,Mon Nov 13 08:29:47 +0000 2017,18910693,https://t.co/p8TJjvjOhr,earthquake,HuffPost
929989743810576384,Turkey rushes to help Iraq earthquake victims https://t.co/byyQ0NOPxt https://t.co/pT0SfLRTxE,Mon Nov 13 08:30:07 +0000 2017,87645208,https://t.co/byyQ0NOPxt,,
929989752400564226,#BREAKING: Death toll in #Iran-#Iraq #earthquake reportedly climbs to 328 https://t.co/ZM0qSsTM9w https://t.co/HFyPs97nkb,Mon Nov 13 08:30:10 +0000 2017,52571677,https://t.co/ZM0qSsTM9w,"BREAKING,Iran,Iraq,earthquake",
929989752882806785,"Strong earthquake hits Iraq and Iran, killing at least 218 https://t.co/ewo0UrauTY #WorldNews #News https://t.co/YGOtOQzOXt",Mon Nov 13 08:30:10 +0000 2017,631794770,https://t.co/ewo0UrauTY,"WorldNews,News",
929989758910128128,Officials raise death count to at least 200 after earthquake rocks northern Iraq https://t.co/sqkeX5nKz9 https://t.co/l9TVeHaiCi,Mon Nov 13 08:30:11 +0000 2017,14426369,https://t.co/sqkeX5nKz9,,
929989819211681793,"#News:- At least 210 people were killed in Iran and Iraq, a powerful magnitude 7.3 earthquake hit the region https://t.co/KyOdFMZChN",Mon Nov 13 08:30:25 +0000 2017,3164391529,,News,
929989844633313280,"I think Event: Earthquake has occurred in Iran
Mon Nov 13 02:26:33 2017 CDT https://t.co/SdoJ6w0tH7",Mon Nov 13 08:30:31 +0000 2017,3158550950,,,
929990524798492672,Iran-Iraq earthquake: 328 people dead from devastating quake in border region https://t.co/xjcicATUDS https://t.co/xEL8W54mqu,Mon Nov 13 08:33:14 +0000 2017,972385555,https://t.co/xjcicATUDS,,
929990644466110469,"RT @khaleejtimes: Earthquake in Iran-Iraq border, tremors felt in UAE https://t.co/VZxiwUkof5 https://t.co/OAhy9eY9G7",Mon Nov 13 08:33:42 +0000 2017,906439008812748800,https://t.co/VZxiwUkof5,,khaleejtimes
