tweet_id,text,created_at,user_id,urls,hashtags,user_mentions
917791130590183424,PHOTOS: Deadly wildfires rage in California https://t.co/td9xT3vXOL https://t.co/OimwAncLew,Tue Oct 10 16:37:11 +0000 2017,23085284,https://t.co/td9xT3vXOL,,
917791044158185473,RT @Gizmodo: Wildfires raging through Northern California are terrifying https://t.co/dI73RFzX2i https://t.co/k4KnvIimsU,Tue Oct 10 16:36:51 +0000 2017,141825993,https://t.co/dI73RFzX2i,,Gizmodo
917791291823591425,"RT @Cal_OES: PLS SHARE: We’re capturing wildfire response, recovery info here: https://t.co/r89LKpjLPj https://t.co/HiA1oQF2Ax",Tue Oct 10 16:37:50 +0000 2017,765553757887266816,https://t.co/r89LKpjLPj,,Cal_OES
917792092100988929,RT @TIME: California's raging wildfires as you've never seen them before https://t.co/OksQOZ2LHH https://t.co/oHTMbrM2Jx,Tue Oct 10 16:41:01 +0000 2017,1143801686,https://t.co/OksQOZ2LHH,,TIME
917792930315821057,Mass Evacuations in California as Wildfires Kill at Least 10 https://t.co/gyoKFWZuMB #CaliforniaWildfires https://t.co/KEFtjITetK,Tue Oct 10 16:44:21 +0000 2017,159207133,https://t.co/gyoKFWZuMB,CaliforniaWildfires,
917792147700465664,Wildfires Threaten California’s First Legal Cannabis Harvest https://t.co/BSuAdfwN62 https://t.co/wNqfLrNmTp,Tue Oct 10 16:41:14 +0000 2017,743291168092364805,https://t.co/BSuAdfwN62,,
917793158251077632,"RT @FoxNews: Southern California fire shrouds Disneyland Anaheim in dramatic, smoky skies https://t.co/nNxpY2kSmS https://t.co/6ripQFkIVh",Tue Oct 10 16:45:15 +0000 2017,69611563,https://t.co/nNxpY2kSmS,,FoxNews
917794232160661505,"At Least 11 Dead and 100 Missing as Wildfires Rage Across Northern California -  
Damage and death toll rises as ... https://t.co/r9xiSn2IcK",Tue Oct 10 16:49:31 +0000 2017,802602985930928128,,,
917793137925459968,RT @KAKEnews: California wildfires destroy more than 50 structures: https://t.co/IkSrNpmT83 #KAKEnews https://t.co/8risKwbBqr,Tue Oct 10 16:45:10 +0000 2017,797220855818424320,https://t.co/IkSrNpmT83,KAKEnews,KAKEnews
917793736918216706,California wildfire. ὡ4 https://t.co/a8oD5rkDdI,Tue Oct 10 16:47:33 +0000 2017,1146651750,,,
917793881533571073,Wildfires Still Burn in Northern California; 11 Are Dead https://t.co/8rx6aoC5Ix #nyt https://t.co/UtY33zQTES,Tue Oct 10 16:48:07 +0000 2017,15480737,https://t.co/8rx6aoC5Ix,nyt,
917794024173563904,"Henry Cejudo suffers burns, loses gold medal in California wildfire — https://t.co/GkuLc60ZWl https://t.co/0gRZgSK4LU",Tue Oct 10 16:48:41 +0000 2017,17828988,https://t.co/GkuLc60ZWl,,
917794580728295424,More than 100 missing persons reports made in California wildfires https://t.co/614UWl30MO https://t.co/CBuNhzQ5xf,Tue Oct 10 16:50:54 +0000 2017,836878452296929281,https://t.co/614UWl30MO,,
917794360581869569,Southern California wildfires continue to rage as death toll rises to 11 https://t.co/idIRZsGZvX https://t.co/3zbQucj1UY,Tue Oct 10 16:50:02 +0000 2017,14301074,https://t.co/idIRZsGZvX,,
917794892113498113,"RT @News12BX: California wildfires kill 10, destroy 1,500 buildings https://t.co/cKLrLVtXMe https://t.co/o1CGcHS57o",Tue Oct 10 16:52:08 +0000 2017,797220855818424320,https://t.co/cKLrLVtXMe,,News12BX
917795098523512962,RT @R5_Fire_News: California large wildfire activity for October 10 #cawildfires #cafires https://t.co/Z0wWjwv42s,Tue Oct 10 16:52:57 +0000 2017,75934946,,"cawildfires,cafires",R5_Fire_News
917795236595863552,"11 dead, thousands homeless as wildfires torch California wine country https://t.co/n4OrOaOgEV #Heatwave #Wildfires https://t.co/H1EmUrnzjF",Tue Oct 10 16:53:30 +0000 2017,40173650,https://t.co/n4OrOaOgEV,"Heatwave,Wildfires",
917796307191951360,#breakingnews  #news Southern California Wildfire Remains Active - https://t.co/j2oqFz9qZD https://t.co/X4OTZgvTZl,Tue Oct 10 16:57:46 +0000 2017,47086949,https://t.co/j2oqFz9qZD,"breakingnews,news",
917797763282214913,"On today's PNS newscast: deadly wildfires ravage Northern California.

Listen now: https://t.co/wgmKAIWUiI https://t.co/BApQhkb51r",Tue Oct 10 17:03:33 +0000 2017,95228628,https://t.co/wgmKAIWUiI,,
917796883610820608,A quick rundown of what you need to know about the harrowing California wildfires https://t.co/iUsphXwGJM https://t.co/AxtLl0fNO9,Tue Oct 10 17:00:03 +0000 2017,15050354,https://t.co/iUsphXwGJM,,
917796280377602048,Thousands flee as wildfires ravage northern California; 10 killed https://t.co/d3S3rVIQxV https://t.co/Y9UpznWXK0,Tue Oct 10 16:57:39 +0000 2017,34929057,https://t.co/d3S3rVIQxV,,
917796940900982786,How to help Napa fire victims: 8 things you can do for California’s Wine Country right now https://t.co/bydGBffp3I https://t.co/UCS3FuRAWc,Tue Oct 10 17:00:17 +0000 2017,2735591,https://t.co/bydGBffp3I,,
